,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,ndvi_113,ndvi_129,ndvi_145,ndvi_161,ndvi_177,prec_1,prec_32,prec_60,prec_91,prec_121,prec_152,prec_182,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97,temp_105,temp_113,temp_121,temp_129,temp_137,temp_145,temp_153,temp_161,temp_169,temp_177
273,33.0,Mississippi,2001,soybeans,1160000,4824.428,4656.151,4674.487,4964.804,4913.459,5393.834,6559.558,6914.558,6985.571,7148.092,6351.555,6393.539,0.004,0.004,0.005,0.003,0.002,0.005,0.003,13996.947,14061.9,14064.452,14321.557,14375.308,14153.444,14369.082,14495.902,14552.924,14544.111,14616.249,14776.086,15067.186,14698.155,15000.124,15068.244,15169.186,15105.555,15037.544,15135.325,15105.887,14917.295696153846,15161.578977011493
274,32.0,Mississippi,2002,soybeans,1440000,5135.926,4876.325,5003.731,4862.489,4718.49,5645.067,6129.169,6643.519,7211.204,7313.763,7559.865,7681.035,0.005,0.002,0.005,0.003,0.003,0.002,0.004,13925.802,14291.978,14294.07,14393.492,14279.82,14391.371,14489.316,14079.874,14515.979,14748.705,14867.167,14758.7,14836.157,15070.027,14852.17,15070.875,15016.42,14912.669,15151.027,15215.586,15172.194,15196.106,15096.464
275,39.0,Mississippi,2003,soybeans,1440000,5199.718,5047.419,5026.867,4849.029,5069.746,5595.554,6396.339,7032.372,7380.939,7444.047,7416.122,7022.253,0.001,0.006,0.002,0.004,0.005,0.006,0.005,14175.19,14129.095,13923.396,14017.872,14210.701,14372.369,14287.789,14139.821,14562.38,14810.08,14852.788,14719.112,14897.1,14976.106,14934.673,15024.648,14966.808,14954.671,15053.222,15021.104,15046.471,15068.408,15062.76
276,37.5,Mississippi,2004,soybeans,1670000,5179.429,5061.753,4908.839,4861.906,5186.722,5561.929,6425.27,7112.346,7294.297,7569.137,7543.429,7445.708,0.003,0.007,0.002,0.004,0.005,0.007,0.003,14036.616,14165.578,14067.622,14092.928,14114.209,14012.148,14435.076,14390.078,14608.233,14840.51,14750.8,14726.741,14969.38,14892.084,14885.102,14968.716,15113.086,15051.763,15038.994,15002.725,15079.187,15042.971,14893.931
277,36.5,Mississippi,2005,soybeans,1610000,5341.996,5129.264,5067.88,5179.847,5133.622,5240.137,6552.583,7027.929,7259.078,7319.153,7865.809,7287.183,0.003,0.005,0.003,0.004,0.003,0.003,0.006,14571.951,14162.12,14125.692,14384.404,14226.869,14341.847,14266.186,14341.865,14541.922,14498.783,14748.5,14779.133,14846.151,14968.896,14786.131,14841.535,15085.025,15161.02,15103.312,15127.273,15170.829,15138.843,15129.208
278,26.0,Mississippi,2006,soybeans,1670000,5081.271,5015.349,4953.108,4934.069,5180.818,5307.671,6529.178,7200.147,7262.953,7326.741,7435.427,7502.869,0.004,0.005,0.003,0.003,0.002,0.001,0.002,14394.227,14234.3,14320.033,14402.235,14230.4,14245.598,14452.658,14579.661,14765.045,14697.801,14588.861,14948.376,14948.982,15128.414,14973.524,14955.013,14853.196,15130.602,15191.268,15208.514,15298.396,15207.046,15292.104
279,40.5,Mississippi,2007,soybeans,1460000,5255.457,5206.42,5065.507,5065.508,5165.096,6254.847,6715.829,6948.896,7210.573,7406.448,7576.892,7338.059,0.004,0.002,0.002,0.002,0.001,0.002,0.005,14290.42,14251.251,13776.785,14076.722,14211.935,14104.624,14484.814,14555.847,14776.196,14714.933,15023.471,14627.94,14646.214,14881.247,15022.894,15013.114,15130.253,15031.255,15201.53,15216.361,15294.689,15147.468,15171.676
280,40.0,Mississippi,2008,soybeans,2000000,5350.7,5285.412,5203.104,5114.676,5247.945,5323.224,6358.943,6923.147,7189.415,7478.179,7545.622,7622.565,0.003,0.004,0.002,0.004,0.005,0.002,0.002,13984.723,14265.59,13904.947,14117.98,14391.049,14490.908,14378.251,14640.614,14506.204,14686.029,14717.096,14777.472,14780.435,14806.024,14932.104,14906.82,14979.286,15041.041,15155.526,15188.308,15125.391,15168.912,15174.059
281,38.0,Mississippi,2009,soybeans,2160000,5153.29,5094.534,4994.459,5052.006,5273.491,5991.651,6484.706,6947.314,7368.959,7386.712,7538.682,7425.918,0.003,0.003,0.006,0.003,0.007,0.001,0.005,14199.679,14136.049,14214.692,14328.769,14331.794,14437.665,14315.276,14285.912,14869.595,14795.527,14631.96,14669.974,14696.198,14795.035,15013.619,14974.437,14949.228,14882.141,15138.514,15058.955,15198.894,15298.667,15316.729
282,38.5,Mississippi,2010,soybeans,2000000,5236.564,5033.706,4908.871,4774.178,4976.665,5561.941,6625.706,7105.424,7259.198,7770.558,7775.029,7718.451,0.004,0.004,0.004,0.002,0.004,0.002,0.003,13836.906,13877.755,14438.835,14182.035,14101.263,14019.686,14250.98,14328.857,14621.294,14696.125,14634.224,14895.204,14930.378,14979.02,14895.912,15114.98,15008.919,15077.642,15113.241,15150.402,15145.556,15234.19,15146.152
283,39.0,Mississippi,2011,soybeans,1830000,5261.445,5240.82,5057.167,5275.933,5361.223,5678.549,6820.123,7257.707,7227.554,7268.986,7445.253,7749.418,0.004,0.002,0.005,0.004,0.002,0.002,0.004,14179.812,13822.559,14005.015,14360.137,14115.319,14366.661,14718.335,14602.391,14589.861,14873.5,14849.049,14773.969,15004.292,14810.582,14918.31,14896.435,15101.843,14974.078,15219.614,15319.639,15286.716,15203.936,15266.757
284,45.0,Mississippi,2012,soybeans,1970000,5267.334,5321.888,5345.933,5181.815,5438.455,6816.155,7465.649,7321.084,7519.244,7611.354,7659.861,7740.547,0.004,0.004,0.005,0.002,0.003,0.002,0.004,14264.598,14189.398,14292.253,14376.443,14366.814,14052.136,14447.161,14576.514,14642.135,14907.076,14909.551,14958.101,14847.02,14904.777,14858.618,15126.698,14966.44,15142.522,15237.804,15073.153,15057.545,15191.918,15347.106
285,46.0,Mississippi,2013,soybeans,2010000,5270.035,5398.52,5324.702,5168.264,5163.354,5432.531,6933.043,7246.571,7491.656,7450.259,7670.829,7804.522,0.006,0.006,0.003,0.005,0.005,0.003,0.004,14104.666,14427.631,14225.498,14233.363,14425.078,14296.906,14347.125,14319.256,14431.184,14693.504,14522.882,14681.818,14733.722,14745.784,14818.155,14686.89,14908.682,15019.695,15083.318,15026.655,15165.749,15094.777,15120.078
286,52.0,Mississippi,2014,soybeans,2210000,5366.933,5118.458,5040.453,5107.62,5192.403,5200.603,5922.841,7012.916,7276.299,6744.322,7523.931,7830.775,0.002,0.005,0.003,0.006,0.004,0.003,0.003,13791.657,14291.055,14132.002,14044.01,14100.212,14227.91,14470.512,14330.22,14568.893,14627.862,14542.355,14687.555,14788.598,14712.237,14953.271,15022.794,14809.405,15066.99,15005.981,15015.079,15056.493,15164.669,15071.253
287,46.0,Mississippi,2015,soybeans,2300000,5344.634,5093.227,5089.461,5146.183,5025.114,5876.521,6816.264,7252.119,7430.743,7493.513,7605.115,7773.194,0.003,0.003,0.005,0.005,0.004,0.002,0.002,13913.878,13988.249,14350.639,14322.214,14355.496,14312.896,14059.585,14138.205,14174.753,14831.099,14619.415,14778.753,14833.757,14818.976,14901.073,15020.692,15050.528,14928.483,14922.278,15103.558,15086.143,15162.254,15057.252
288,48.0,Mississippi,2016,soybeans,2040000,5677.898,5526.834,5204.026,5282.904,5299.396,6412.431,6298.453,7268.941,7371.084,7548.79,7745.442,8080.225,0.003,0.004,0.006,0.004,0.003,0.003,0.003,14112.963,14172.447,14053.494,14344.876,14246.824,14318.871,13783.933580769231,14561.543,14671.673,14798.9,14687.779,14780.396,14808.108,14803.457,14987.418,14876.457,15034.073,14973.19,15160.12,15144.196,15194.102,15127.46,15232.896
289,53.0,Mississippi,2017,soybeans,2190000,5305.447,5350.541,5184.635,5376.535,5530.305,6412.431,6734.451,7378.098,7502.139,7908.619,7526.369,8086.297,0.005,0.003,0.003,0.003,0.005,0.007,0.003,13687.604,14339.385,14484.418,14437.388,14228.301,14491.796,14682.104,14505.622,14618.652,14785.871,14883.645,14888.102,14884.12,14995.006,14973.565,14936.988,15061.424,15000.471,14976.131,14992.829,15059.216,14974.1,15049.718
290,54.0,Mississippi,2018,soybeans,2230000,5475.413,5326.086,5054.482,5137.606,5215.474,5939.566,6715.564,7266.949,7451.622,7693.584,7659.624,7968.916,0.003,0.008,0.004,0.005,0.003,0.003,0.003,13813.239,13972.294,14121.212,14265.808,14178.306,14685.42,14729.728,14602.698,14421.398,14528.43,14668.648,14678.745,14710.094,14715.41,14872.284,15030.716,15198.461,15126.659,15127.108,15180.298,15153.453,15081.706,15146.272
291,50.0,Mississippi,2019,soybeans,1660000,5790.374,5661.58,5506.626,5093.634,5389.043,5903.45,6984.9,7478.336,7561.879,7485.645,7235.407,7897.879,0.005,0.007,0.003,0.007,0.004,0.004,0.005,14328.371,14194.19,13993.322,14149.72,14362.042,14375.362,14402.141,14368.42,14249.829,14594.845,14697.358,14645.6,14958.876,14813.535,14930.584,14941.029,14938.971,15134.198,15206.808,15186.887,15053.547,15090.044,15079.428
292,54.0,Mississippi,2020,soybeans,2090000,5623.524,5663.881,5575.756,5472.006,5324.301,6830.83,7362.448,7500.143,7350.69,7778.505,7680.69,7534.743,0.006,0.007,0.006,0.005,0.003,0.004,0.004,14343.261,14215.083,14036.439,14285.113,14355.378,14183.492,14171.304,14400.037,14500.104,14690.905,14933.22,14760.745,14711.135,14644.273,14811.182,14924.849,14848.053,15011.222,15073.949,15090.219,15119.555,15130.476,15016.04
293,54.0,Mississippi,2021,soybeans,2220000,5753.339,5598.283,5347.9,5416.892,5498.978,6095.38,7040.669,7595.308,7392.935,7376.959,7922.588,7745.265,0.004,0.004,0.006,0.005,0.006,0.006,0.005,14269.41,14117.376,14279.47,14230.476,14183.346,14042.923,14346.233,14566.559,14591.051,14712.329,14760.069,14680.247,14898.339,14715.439,14817.298,14929.08,14875.451,14995.196,14977.159,15018.046,15155.171,15073.417,15037.243
294,138.0,Ohio,2001,corn,3400000,954.431,1310.139,2669.686,3238.063,3380.991,3391.039,4376.295,5046.328,6250.727,6530.4,6533.121,7218.362,0.001,0.002,0.002,0.003,0.004,0.003,0.003,13449.844,13592.403,13541.889,13616.272,13752.913,13711.747,13821.055,13986.843,14135.002,14206.623,14301.072,14617.59,14864.051,14610.035,14837.311,15070.068,14864.476,14765.568,14665.779,14941.094,15130.096,14917.295696153846,15161.578977011493
295,89.0,Ohio,2002,corn,3250000,3086.496,3668.454,3551.37,3545.371,3210.075,3177.209,4106.316,5384.64,6047.234,6490.782,6467.889,6720.309,0.002,0.002,0.004,0.004,0.005,0.003,0.002,13530.262,13796.352,13949.551,14062.775,14002.513,13896.192,14028.486,13950.947,14291.804,14367.726,14408.476,14289.387,14671.51,15052.75,14583.994,14646.793,14624.311,14708.991,15026.672,15052.498,15018.121,15.238,15204.887
296,156.0,Ohio,2003,corn,3300000,2698.67,536.838,1573.015,431.141,3160.148,3914.739,4344.467,5216.035,6396.369,6615.224,6737.294,7112.846,0.001,0.003,0.002,0.002,0.006,0.004,0.005,13509.468,13766.767,13203.09,13134.589,13572.787,13332.562,13600.593,13570.22,13787.916,14400.618,14653.8,14749.627,14674.712,14848.404,14784.275,14748.454,14691.457,14620.626,14706.371,14835.301,14903.91,15111.33,15083.288
297,158.0,Ohio,2004,corn,3350000,2953.856,831.023,1724.657,3133.915,3423.28,3821.666,4300.574,5594.142,6145.384,6656.583,7225.487,7269.727,0.003,0.002,0.004,0.003,0.005,0.004,0.004,13568.769,13430.737,13362.716,13158.197,13539.44,13662.577,13958.867,14121.232,14160.571,14174.439,14223.233,14378.425,14600.565,14780.672,14617.414,14689.722,15046.39,14861.016,14809.644,14976.819,15010.895,14956.412,14990.356
298,143.0,Ohio,2005,corn,3450000,3325.766,775.422,2499.859,2341.732,3167.85,3718.651,4126.697,5337.86,6081.833,6194.058,6513.849,7213.122,0.005,0.002,0.002,0.004,0.002,0.002,0.003,13950.059,13710.194,13170.823,13434.126,13719.543,14099.713,13692.394,13766.634,13890.776,14155.603,14291.482,14627.934,14811.58,14957.561,14427.251,14751.913,14835.317,14808.751,14877.85,15201.584,14992.288,15211.35,15196.196
299,159.0,Ohio,2006,corn,3150000,3748.539,3786.175,2617.188,3409.742,3598.074,3846.526,4569.535,5613.734,5971.754,6578.096,6760.283,7436.686,0.003,0.002,0.003,0.004,0.004,0.003,0.004,13841.539,14015.051,13929.256,13998.092,13645.067,13932.939,13905.833,13942.513,14079.427,14097.552,14312.888,14539.002,14666.392,14795.793,14724.844,14859.459,14827.362,14672.107,15123.959,14996.243,15073.774,15007.973,14996.289
300,150.0,Ohio,2007,corn,3850000,3825.422,3017.896,446.574,1877.17,3273.522,4238.461,4265.135,5326.913,5797.251,6630.648,6500.641,7225.521,0.004,0.002,0.003,0.003,0.001,0.002,0.002,13911.744,13693.112,13661.842,13484.665,13141.947,13140.286,13599.705,13945.486,14193.571,14160.557,14607.762,14758.678,14324.896,14802.156,14853.981,14822.657,15047.945,15097.043,15199.175,15030.2,15203.239,15147.004,15071.753
301,131.0,Ohio,2008,corn,3300000,2945.275,3462.048,1868.405,876.096,2225.829,3461.953,4089.757,5273.543,6101.672,6138.393,6748.631,7313.632,0.002,0.005,0.006,0.003,0.004,0.005,0.003,13633.795,13906.151,13517.944,13470.246,13985.313,13568.314,13511.728,13723.501,13804.694,14111.544,14181.128,14329.043,14692.452,14820.977,14870.437,14766.812,14688.543,14633.018,14904.9,15068.026,15099.751,14965.028,14947.722
302,171.0,Ohio,2009,corn,3350000,2671.544,425.796,2387.912,2992.047,3344.969,3580.223,3996.823,4333.258,6053.731,6409.142,6823.691,7240.423,0.003,0.002,0.002,0.004,0.004,0.004,0.003,13662.716,12984.551,13486.963,13549.817,13544.023,13900.754,13799.913,13833.624,14232.454,14501.972,14510.029,14470.635,14491.989,14761.177,14978.584,14666.886,14806.177,15012.087,14907.002,14953.879,14999.785,15132.738,15025.564
303,160.0,Ohio,2010,corn,3450000,688.591,1902.455,154.947,484.199,3392.892,3791.242,4616.066,5866.587,6035.724,6441.072,7055.344,7547.063,0.002,0.003,0.003,0.002,0.005,0.004,0.002,13298.5,13467.435,13697.846,13481.55,13294.675,13435.295,13602.368,13800.116,14008.043,14509.237,14180.765,14784.893,14707.034,14841.838,14738.463,14883.979,14707.863,14938.966,15152.539,14894.118,14968.135,15067.066,15002.015
304,153.0,Ohio,2011,corn,3400000,3074.33,490.612,906.666,3048.963,3211.074,3463.586,4070.007,5331.607,5963.362,6388.679,6145.598,6708.618,0.002,0.004,0.004,0.008,0.005,0.004,0.002,13671.981,13287.799,13128.741,13675.554,13387.168,13495.864,14133.119,13987.046,14106.269,14390.179,14152.333,14287.638,14703.038,14445.67,14483.027,14598.849,14904.426,14935.711,15118.388,15159.096,15016.95,15035.131,15115.861
305,120.0,Ohio,2012,corn,3900000,3818.551,3418.911,3716.706,3535.407,3781.195,4581.539,4945.858,5575.181,5931.221,6305.204,6392.224,7078.729,0.003,0.002,0.002,0.002,0.002,0.002,0.002,13951.05,13830.127,13785.099,14081.48,13983.207,13889.452,13962.551,14116.891,14214.678,14779.186,14979.038,14581.29,14644.719,14814.226,14532.976,14970.043,14865.139,15119.083,15179.631,15044.866,15212.113,15225.994,15254.213
306,174.0,Ohio,2013,corn,3900000,1038.521,3641.064,2341.041,3173.461,3305.582,3538.041,4203.116,5165.424,5890.789,6080.013,6694.34,6982.435,0.003,0.002,0.003,0.003,0.002,0.005,0.004,13529.1,13766.162,13813.666,13600.161,13669.911,14024.943,13915.172,13857.91,14091.618,13957.199,14238.091,14377.62,14896.33,14695.043,14610.912,14865.453,14866.541,15025.407,14913.998,14966.373,14923.979,15122.117,14992.142
307,176.0,Ohio,2014,corn,3700000,2682.113,473.267,288.291,1930.74,2922.092,3292.416,3781.603,4441.472,5964.854,6195.902,6419.918,7510.819,0.002,0.003,0.002,0.005,0.003,0.004,0.003,13177.697,13769.524,13189.434,13120.475,13176.15,13217.571,13799.718,13509.945,14050.569,14238.328,13980.302,14429.245,14623.344,14672.921,14694.833,14789.384,14838.574,14804.002,15095.518,14997.714,15018.848,15004.781,15042.447
308,153.0,Ohio,2015,corn,3550000,2235.34,1905.311,1311.476,212.113,3032.712,3420.067,4050.543,4685.515,6033.777,5973.863,6763.034,7423.686,0.003,0.002,0.004,0.004,0.002,0.006,0.003,13447.633,13238.684,13869.514,13416.866,13402.616,13359.653,13123.984,13340.283,13758.014,14245.322,14043.133,14468.972,14682.877,14656.864,14651.868,15063.514,14904.062,14988.759,15045.221,14898.18,15101.504,15005.746,14833.86
309,159.0,Ohio,2016,corn,3550000,3765.89,3252.723,3630.762,3156.88,3854.674,4009.274,4413.101,4865.157,5840.289,6124.729,6310.039,6975.139,0.001,0.003,0.004,0.003,0.004,0.003,0.003,13719.503,13468.949,13411.792,13874.678,13939.689,13422.781,13783.933580769231,14250.362,14479.116,14424.736,14484.07,14332.109,14384.606,14991.842,14824.249,14735.948,14650.642,14816.488,15132.244,15106.146,15166.67,15152.823,15138.738
310,177.0,Ohio,2017,corn,3400000,4081.124,2827.021,3815.818,3983.965,3984.185,4009.274,4755.302,5629.723,5899.935,6250.88,6449.896,7317.9,0.004,0.002,0.004,0.003,0.005,0.004,0.005,13750.12,13342.761,14129.204,13858.687,13899.422,13997.807,14504.454,14063.359,14185.716,14076.902,14236.81,14501.125,14623.45,14828.432,14879.673,14487.149,14921.418,14892.21,14942.026,15079.832,15218.507,14987.842,14941.185
311,187.0,Ohio,2018,corn,3500000,861.391,3383.51,1687.426,3559.413,3556.077,3781.182,4088.418,4626.111,5881.355,6493.279,6989.91,7896.544,0.002,0.006,0.003,0.004,0.004,0.006,0.004,13025.896,13207.618,13465.818,13932.928,13411.577,13714.659,14180.092,14157.759,14122.673,14228.61,14178.159,14236.299,14503.361,14480.935,14762.812,14974.222,14953.91,14982.844,15214.816,14964.318,15101.303,14966.611,15135.036
312,164.0,Ohio,2019,corn,2800000,3736.097,1137.17,2872.522,3298.054,3442.845,3712.836,4723.77,5781.597,6264.39,6555.341,6288.296,6614.652,0.003,0.005,0.003,0.005,0.004,0.006,0.004,13973.458,13407.686,13045.701,13250.182,13824.248,13860.468,13834.33,13902.095,14088.738,14090.401,14331.139,14413.49,14712.21,14668.947,14542.317,14850.644,14706.907,14886.382,14962.093,14825.286,14848.271,14933.682,15156.656
313,171.0,Ohio,2020,corn,3550000,3765.793,2200.691,3495.249,3670.223,3780.131,4259.357,4644.731,5365.254,5343.49,6207.645,6393.348,7248.972,0.004,0.003,0.004,0.004,0.004,0.003,0.003,13826.397,13894.178,13574.945,13839.3,14008.828,13716.225,13899.292,13803.589,14197.171,14261.775,14425.751,14628.948,14628.632,14424.932,14586.766,14750.672,14632.479,14837.382,15038.236,15142.26,15087.222,15169.193,15144.552
314,193.0,Ohio,2021,corn,3550000,3848.267,3292.424,847.393,3610.371,3806.705,4309.343,4979.768,5667.846,5953.047,6443.786,6896.104,7646.716,0.002,0.003,0.003,0.003,0.003,0.004,0.004,13822.5,13786.193,13764.95,13626.085,13431.078,13274.646,13756.764,14070.505,14207.64,14398.013,14462.32,14595.181,14688.277,14572.699,14705.895,14623.579,14689.175,15120.723,14846.239,15111.743,15091.663,14909.531,15007.211
315,41.0,Ohio,2001,soybeans,4600000,954.431,1310.139,2669.686,3238.063,3380.991,3391.039,4376.295,5046.328,6250.727,6530.4,6533.121,7218.362,0.001,0.002,0.002,0.003,0.004,0.003,0.003,13449.844,13592.403,13541.889,13616.272,13752.913,13711.747,13821.055,13986.843,14135.002,14206.623,14301.072,14617.59,14864.051,14610.035,14837.311,15070.068,14864.476,14765.568,14665.779,14941.094,15130.096,14917.295696153846,15161.578977011493
316,32.0,Ohio,2002,soybeans,4750000,3086.496,3668.454,3551.37,3545.371,3210.075,3177.209,4106.316,5384.64,6047.234,6490.782,6467.889,6720.309,0.002,0.002,0.004,0.004,0.005,0.003,0.002,13530.262,13796.352,13949.551,14062.775,14002.513,13896.192,14028.486,13950.947,14291.804,14367.726,14408.476,14289.387,14671.51,15052.75,14583.994,14646.793,14624.311,14708.991,15026.672,15052.498,15018.121,15.238,15204.887
317,38.5,Ohio,2003,soybeans,4300000,2698.67,536.838,1573.015,431.141,3160.148,3914.739,4344.467,5216.035,6396.369,6615.224,6737.294,7112.846,0.001,0.003,0.002,0.002,0.006,0.004,0.005,13509.468,13766.767,13203.09,13134.589,13572.787,13332.562,13600.593,13570.22,13787.916,14400.618,14653.8,14749.627,14674.712,14848.404,14784.275,14748.454,14691.457,14620.626,14706.371,14835.301,14903.91,15111.33,15083.288
318,47.0,Ohio,2004,soybeans,4450000,2953.856,831.023,1724.657,3133.915,3423.28,3821.666,4300.574,5594.142,6145.384,6656.583,7225.487,7269.727,0.003,0.002,0.004,0.003,0.005,0.004,0.004,13568.769,13430.737,13362.716,13158.197,13539.44,13662.577,13958.867,14121.232,14160.571,14174.439,14223.233,14378.425,14600.565,14780.672,14617.414,14689.722,15046.39,14861.016,14809.644,14976.819,15010.895,14956.412,14990.356
319,45.0,Ohio,2005,soybeans,4500000,3325.766,775.422,2499.859,2341.732,3167.85,3718.651,4126.697,5337.86,6081.833,6194.058,6513.849,7213.122,0.005,0.002,0.002,0.004,0.002,0.002,0.003,13950.059,13710.194,13170.823,13434.126,13719.543,14099.713,13692.394,13766.634,13890.776,14155.603,14291.482,14627.934,14811.58,14957.561,14427.251,14751.913,14835.317,14808.751,14877.85,15201.584,14992.288,15211.35,15196.196
320,47.0,Ohio,2006,soybeans,4650000,3748.539,3786.175,2617.188,3409.742,3598.074,3846.526,4569.535,5613.734,5971.754,6578.096,6760.283,7436.686,0.003,0.002,0.003,0.004,0.004,0.003,0.004,13841.539,14015.051,13929.256,13998.092,13645.067,13932.939,13905.833,13942.513,14079.427,14097.552,14312.888,14539.002,14666.392,14795.793,14724.844,14859.459,14827.362,14672.107,15123.959,14996.243,15073.774,15007.973,14996.289
321,47.0,Ohio,2007,soybeans,4250000,3825.422,3017.896,446.574,1877.17,3273.522,4238.461,4265.135,5326.913,5797.251,6630.648,6500.641,7225.521,0.004,0.002,0.003,0.003,0.001,0.002,0.002,13911.744,13693.112,13661.842,13484.665,13141.947,13140.286,13599.705,13945.486,14193.571,14160.557,14607.762,14758.678,14324.896,14802.156,14853.981,14822.657,15047.945,15097.043,15199.175,15030.2,15203.239,15147.004,15071.753
322,36.0,Ohio,2008,soybeans,4500000,2945.275,3462.048,1868.405,876.096,2225.829,3461.953,4089.757,5273.543,6101.672,6138.393,6748.631,7313.632,0.002,0.005,0.006,0.003,0.004,0.005,0.003,13633.795,13906.151,13517.944,13470.246,13985.313,13568.314,13511.728,13723.501,13804.694,14111.544,14181.128,14329.043,14692.452,14820.977,14870.437,14766.812,14688.543,14633.018,14904.9,15068.026,15099.751,14965.028,14947.722
323,49.0,Ohio,2009,soybeans,4550000,2671.544,425.796,2387.912,2992.047,3344.969,3580.223,3996.823,4333.258,6053.731,6409.142,6823.691,7240.423,0.003,0.002,0.002,0.004,0.004,0.004,0.003,13662.716,12984.551,13486.963,13549.817,13544.023,13900.754,13799.913,13833.624,14232.454,14501.972,14510.029,14470.635,14491.989,14761.177,14978.584,14666.886,14806.177,15012.087,14907.002,14953.879,14999.785,15132.738,15025.564
324,48.0,Ohio,2010,soybeans,4600000,688.591,1902.455,154.947,484.199,3392.892,3791.242,4616.066,5866.587,6035.724,6441.072,7055.344,7547.063,0.002,0.003,0.003,0.002,0.005,0.004,0.002,13298.5,13467.435,13697.846,13481.55,13294.675,13435.295,13602.368,13800.116,14008.043,14509.237,14180.765,14784.893,14707.034,14841.838,14738.463,14883.979,14707.863,14938.966,15152.539,14894.118,14968.135,15067.066,15002.015
325,48.0,Ohio,2011,soybeans,4550000,3074.33,490.612,906.666,3048.963,3211.074,3463.586,4070.007,5331.607,5963.362,6388.679,6145.598,6708.618,0.002,0.004,0.004,0.008,0.005,0.004,0.002,13671.981,13287.799,13128.741,13675.554,13387.168,13495.864,14133.119,13987.046,14106.269,14390.179,14152.333,14287.638,14703.038,14445.67,14483.027,14598.849,14904.426,14935.711,15118.388,15159.096,15016.95,15035.131,15115.861
326,45.0,Ohio,2012,soybeans,4600000,3818.551,3418.911,3716.706,3535.407,3781.195,4581.539,4945.858,5575.181,5931.221,6305.204,6392.224,7078.729,0.003,0.002,0.002,0.002,0.002,0.002,0.002,13951.05,13830.127,13785.099,14081.48,13983.207,13889.452,13962.551,14116.891,14214.678,14779.186,14979.038,14581.29,14644.719,14814.226,14532.976,14970.043,14865.139,15119.083,15179.631,15044.866,15212.113,15225.994,15254.213
327,49.5,Ohio,2013,soybeans,4500000,1038.521,3641.064,2341.041,3173.461,3305.582,3538.041,4203.116,5165.424,5890.789,6080.013,6694.34,6982.435,0.003,0.002,0.003,0.003,0.002,0.005,0.004,13529.1,13766.162,13813.666,13600.161,13669.911,14024.943,13915.172,13857.91,14091.618,13957.199,14238.091,14377.62,14896.33,14695.043,14610.912,14865.453,14866.541,15025.407,14913.998,14966.373,14923.979,15122.117,14992.142
328,52.5,Ohio,2014,soybeans,4700000,2682.113,473.267,288.291,1930.74,2922.092,3292.416,3781.603,4441.472,5964.854,6195.902,6419.918,7510.819,0.002,0.003,0.002,0.005,0.003,0.004,0.003,13177.697,13769.524,13189.434,13120.475,13176.15,13217.571,13799.718,13509.945,14050.569,14238.328,13980.302,14429.245,14623.344,14672.921,14694.833,14789.384,14838.574,14804.002,15095.518,14997.714,15018.848,15004.781,15042.447
329,50.0,Ohio,2015,soybeans,4750000,2235.34,1905.311,1311.476,212.113,3032.712,3420.067,4050.543,4685.515,6033.777,5973.863,6763.034,7423.686,0.003,0.002,0.004,0.004,0.002,0.006,0.003,13447.633,13238.684,13869.514,13416.866,13402.616,13359.653,13123.984,13340.283,13758.014,14245.322,14043.133,14468.972,14682.877,14656.864,14651.868,15063.514,14904.062,14988.759,15045.221,14898.18,15101.504,15005.746,14833.86
330,54.5,Ohio,2016,soybeans,4850000,3765.89,3252.723,3630.762,3156.88,3854.674,4009.274,4413.101,4865.157,5840.289,6124.729,6310.039,6975.139,0.001,0.003,0.004,0.003,0.004,0.003,0.003,13719.503,13468.949,13411.792,13874.678,13939.689,13422.781,13783.933580769231,14250.362,14479.116,14424.736,14484.07,14332.109,14384.606,14991.842,14824.249,14735.948,14650.642,14816.488,15132.244,15106.146,15166.67,15152.823,15138.738
331,49.5,Ohio,2017,soybeans,5100000,4081.124,2827.021,3815.818,3983.965,3984.185,4009.274,4755.302,5629.723,5899.935,6250.88,6449.896,7317.9,0.004,0.002,0.004,0.003,0.005,0.004,0.005,13750.12,13342.761,14129.204,13858.687,13899.422,13997.807,14504.454,14063.359,14185.716,14076.902,14236.81,14501.125,14623.45,14828.432,14879.673,14487.149,14921.418,14892.21,14942.026,15079.832,15218.507,14987.842,14941.185
332,56.0,Ohio,2018,soybeans,5050000,861.391,3383.51,1687.426,3559.413,3556.077,3781.182,4088.418,4626.111,5881.355,6493.279,6989.91,7896.544,0.002,0.006,0.003,0.004,0.004,0.006,0.004,13025.896,13207.618,13465.818,13932.928,13411.577,13714.659,14180.092,14157.759,14122.673,14228.61,14178.159,14236.299,14503.361,14480.935,14762.812,14974.222,14953.91,14982.844,15214.816,14964.318,15101.303,14966.611,15135.036
