,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,prec_1,prec_32,prec_60,prec_91,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97
200,30.0,Missouri,2012,soybeans,5400000,3845.974,3649.044,3664.806,3709.22,4020.174,5494.774,6612.352,0.001,0.002,0.004,0.003,14088.442,14089.644,13939.237,14107.734,14169.489,13933.054,14150.291,14389.474,14513.098,14923.264,14905.616,15059.252,14716.444
201,36.0,Missouri,2013,soybeans,5650000,3723.826,4041.301,3914.467,3497.118,3908.684,4209.798,5096.742,0.003,0.003,0.003,0.005,13759.105,13814.058,13981.72,13882.847,14085.791,14111.286,13840.436,13846.429,14118.817,14247.994,14439.752,14644.675,14726.318
202,46.5,Missouri,2014,soybeans,5650000,3219.711,3427.371,1795.666,3223.168,3383.603,3519.685,4617.384,0.001,0.002,0.002,0.004,13463.26,13975.938,13885.147,14006.73,13288.719,13626.283,14133.505,13873.678,14391.378,14557.97,14377.085,14622.456,14846.328
203,40.5,Missouri,2015,soybeans,4550000,3496.265,3480.086,3110.238,1644.73,3396.69,4152.375,5190.656,0.001,0.002,0.003,0.004,13508.691,13739.592,14120.752,14095.378,13984.556,13984.993,13599.601,13537.67,14424.788,14719.518,14526.384,14791.044,14752.775
204,49.0,Missouri,2016,soybeans,5600000,3986.275,3689.737,3638.972,3629.545,4254.485,4543.94,4918.437,0.001,0.001,0.003,0.004,13811.23,13813.569,13627.089,14115.896,13989.464,14030.084,13783.933580769231,14498.33,14612.585,14642.248,14568.477,14729.126,14674.14
205,49.5,Missouri,2017,soybeans,5950000,3633.616,3824.842,3690.609,3964.148,4205.026,4543.94,5037.016,0.002,0.001,0.004,0.008,13685.6,14100.377,14273.805,13977.389,14061.784,14412.532,14554.024,14432.02,14440.986,14690.434,14668.169,14449.243,14834.228
206,44.5,Missouri,2018,soybeans,5850000,3419.433,3501.274,3344.082,3516.474,3599.06,4074.972,4281.098,0.001,0.005,0.004,0.002,13481.466,13355.94,13863.698,14173.542,13772.56,13915.746,14153.109,14460.502,14214.781,14484.65,14545.727,14413.242,14694.191
207,46.0,Missouri,2019,soybeans,5100000,4096.22,2752.426,3298.206,3367.092,3697.854,4220.206,5298.389,0.003,0.004,0.003,0.004,14141.956,13862.438,13512.464,13630.533,13859.416,13973.136,13921.892,13783.422,14075.735,14412.888,14657.218,14499.002,14814.566
208,51.0,Missouri,2020,soybeans,5850000,3870.698,3261.687,3506.016,3796.858,3787.208,4591.456,5344.538,0.004,0.003,0.004,0.004,14029.866,13960.19,13588.235,13971.239,14176.494,13696.059,13985.118,14275.68,14500.376,14.081,14440.864,14678.95,14884.014
209,49.0,Missouri,2021,soybeans,5700000,3659.06,3603.96,2676.914,3747.547,4207.948,4640.263,5215.476,0.003,0.002,0.005,0.004,13922.918,13940.484,13926.248,13773.12,13950.442,13032.2,13896.92,14493.676,14628.316,14486.224,14660.184,14769.714,14794.116
210,145.0,Arkansas,2001,corn,190,4074.643,4188.132,4160.365,4346.924,4345.032,4440.27,6149.798,0.003,0.007,0.003,0.002,13936.378,13988.037,14012.62,14180.596,14230.559,13889.431,14277.402,14381.421,14493.273,14493.018,14540.666,14664.432,15027.776
211,134.0,Arkansas,2002,corn,265,4451.994,4371.305,4356.721,4313.004,4383.92,4607.44,5279.21,0.003,0.002,0.007,0.004,13899.128,14246.074,14176.94,14290.738,14137.598,14290.51,14398.65,14119.733,14365.528,14590.585,14977.708,14694.982,14967.842
212,140.0,Arkansas,2003,corn,365,4496.687,4293.776,4289.786,4234.298,4387.868,4764.414,5578.016,0.001,0.005,0.001,0.002,14113.168,14071.595,13977.292,13951.291,13967.603,14244.736,14145.842,14271.525,14455.222,14630.82,14796.432,14757.768,14960.02
213,140.0,Arkansas,2004,corn,320,4567.572,4428.1,4339.535,4153.633,4433.21,5017.968,5880.642,0.003,0.003,0.004,0.005,13876.374,14079.208,13990.23,13975.921,13896.46,13991.695,14448.369,14454.684,14559.37,14712.772,14621.336,14719.586,14823.948
214,131.0,Arkansas,2005,corn,240,4413.23,4475.305,4501.072,4622.294,4544.203,4822.223,6049.912,0.004,0.002,0.003,0.003,13759.06,13919.052,14033.69,14425.964,14220.823,14426.09,14369.502,14334.392,14540.668,14573.89,14667.97,14823.778,14787.224
215,146.0,Arkansas,2006,corn,190,4512.267,4544.192,4548.592,4376.826,4636.619,4701.793,5523.72,0.004,0.002,0.004,0.004,14359.949,14167.026,14232.848,14346.488,14163.062,14158.426,14324.634,14519.294,14713.279,14663.298,14519.508,14875.75,14962.478
216,169.0,Arkansas,2007,corn,610,4691.562,4667.266,4503.831,4447.936,4748.99,6118.567,5864.078,0.004,0.002,0.002,0.003,14128.06,14126.6,13967.826,14004.332,14034.482,13894.443,14466.576,14432.598,14634.054,14671.382,14955.787,14843.404,14634.356
217,152.0,Arkansas,2008,corn,440,4669.116,4.706,4601.703,4519.602,4620.22,4918.954,5557.69,0.002,0.004,0.007,0.006,13853.817,14134.928,13800.489,14063.676,14266.994,14183.016,14217.194,14406.05,14495.932,14631.525,14667.236,14622.384,14698.563
218,148.0,Arkansas,2009,corn,430,4502.82,4396.849,4315.225,4414.098,4671.465,4921.18,5171.988,0.002,0.003,0.004,0.005,14091.339,14067.67,14132.222,14247.902,14112.79,14273.244,14287.422,14107.86,14805.958,14767.65,14568.698,14658.832,14687.605
219,150.0,Arkansas,2010,corn,390,4296.381,4353.563,3985.472,4145.597,4283.772,4515.158,5819.504,0.003,0.002,0.002,0.003,13702.546,13827.247,14287.415,13967.386,13738.185,13978.407,14227.511,14353.358,14617.379,14649.568,14595.498,14848.497,14934.138
220,141.0,Arkansas,2011,corn,560,4526.733,4484.106,4184.552,4616.942,4657.534,5107.751,5867.116,0.001,0.004,0.003,0.008,14070.388,13898.543,13851.007,14318.306,13883.824,14157.422,14424.561,14454.527,14527.588,14803.313,14771.499,14816.498,15006.632
221,178.0,Arkansas,2012,corn,710,4673.567,4691.836,4571.653,4618.03,4836.603,5646.352,6845.986,0.003,0.003,0.006,0.002,14204.636,14115.72,14167.413,14304.644,14308.65,13937.714,14357.296,14625.775,14587.384,14894.052,14883.902,15038.854,14827.072
222,186.0,Arkansas,2013,corn,880,4725.676,4585.831,4711.581,4657.008,4611.148,4728.189,5657.876,0.005,0.004,0.003,0.004,14042.706,14097.04,14172.962,14078.198,14316.988,14303.922,14267.228,14190.075,14419.55,14685.598,14444.988,14782.028,14802.046
223,187.0,Arkansas,2014,corn,540,4411.221,4238.28,3979.7,4196.323,4273.661,4505.376,5367.546,0.002,0.002,0.004,0.005,13834.806,14206.212,14084.096,13999.91,13603.257,14149.738,14457.274,14263.137,14500.842,14516.537,14468.086,14652.76,14810.647
224,181.0,Arkansas,2015,corn,460,4593.803,4495.362,4468.254,3175.906,4051.048,4761.903,6132.312,0.002,0.003,0.006,0.004,13796.922,13927.814,14281.136,14319.26,14227.396,14314.323,13911.466,13675.831,14140.573,14734.256,14750.106,14802.929,14712.927
225,171.0,Arkansas,2016,corn,760,4764.404,4671.813,4474.347,4719.769,4831.551,5423.306,5529.21,0.002,0.002,0.008,0.005,14029.581,14098.75,13919.594,14304.29,14197.534,14276.269,13783.933580769231,14484.315,14696.152,14757.462,14673.225,14820.84,14742.67
226,183.0,Arkansas,2017,corn,620,3553.222,4681.095,4607.222,4785.098,4893.934,5423.306,5704.194,0.003,0.003,0.004,0.007,13633.819,14233.723,14364.368,14275.372,14408.373,14432.386,14575.582,14507.884,14521.4,14804.705,14791.508,14766.83,14896.244
227,181.0,Arkansas,2018,corn,660,4581.932,4548.826,4444.721,4352.531,4525.361,4903.006,5321.427,0.002,0.009,0.005,0.005,13780.616,13733.629,14059.164,14272.43,14064.504,14122.859,14223.111,14548.864,14408.392,14608.849,14638.074,14551.754,14678.127
228,175.0,Arkansas,2019,corn,770,4981.637,4710.805,4669.719,4645.934,4696.717,4880.511,6146.411,0.004,0.007,0.003,0.007,14327.084,14156.9,13889.875,13996.988,14445.321,14272.088,14300.618,14041.684,14149.272,14579.098,14660.694,14593.742,14933.848
229,184.0,Arkansas,2020,corn,620,4801.112,4768.673,4878.863,4775.711,4732.612,5492.44,6374.397,0.005,0.005,0.006,0.004,14239.32,14164.226,14007.746,14211.577,14293.436,13939.253,14113.538,14383.784,14540.554,14582.333,14778.601,14672.95,14684.936
230,184.0,Arkansas,2021,corn,850,5029.367,4863.774,4492.521,4615.964,4869.335,5160.669,5948.89,0.003,0.004,0.005,0.005,14198.228,14041.41,14173.867,14116.595,14098.203,13223.431,14096.552,14603.342,14552.904,14654.552,14756.272,14710.18,14841.096
231,32.0,Arkansas,2001,soybeans,2900000,4074.643,4188.132,4160.365,4346.924,4345.032,4440.27,6149.798,0.003,0.007,0.003,0.002,13936.378,13988.037,14012.62,14180.596,14230.559,13889.431,14277.402,14381.421,14493.273,14493.018,14540.666,14664.432,15027.776
232,33.5,Arkansas,2002,soybeans,2950000,4451.994,4371.305,4356.721,4313.004,4383.92,4607.44,5279.21,0.003,0.002,0.007,0.004,13899.128,14246.074,14176.94,14290.738,14137.598,14290.51,14398.65,14119.733,14365.528,14590.585,14977.708,14694.982,14967.842
233,38.5,Arkansas,2003,soybeans,2920000,4496.687,4293.776,4289.786,4234.298,4387.868,4764.414,5578.016,0.001,0.005,0.001,0.002,14113.168,14071.595,13977.292,13951.291,13967.603,14244.736,14145.842,14271.525,14455.222,14630.82,14796.432,14757.768,14960.02
234,39.0,Arkansas,2004,soybeans,3200000,4567.572,4428.1,4339.535,4153.633,4433.21,5017.968,5880.642,0.003,0.003,0.004,0.005,13876.374,14079.208,13990.23,13975.921,13896.46,13991.695,14448.369,14454.684,14559.37,14712.772,14621.336,14719.586,14823.948
235,34.0,Arkansas,2005,soybeans,3030000,4413.23,4475.305,4501.072,4622.294,4544.203,4822.223,6049.912,0.004,0.002,0.003,0.003,13759.06,13919.052,14033.69,14425.964,14220.823,14426.09,14369.502,14334.392,14540.668,14573.89,14667.97,14823.778,14787.224
236,35.0,Arkansas,2006,soybeans,3110000,4512.267,4544.192,4548.592,4376.826,4636.619,4701.793,5523.72,0.004,0.002,0.004,0.004,14359.949,14167.026,14232.848,14346.488,14163.062,14158.426,14324.634,14519.294,14713.279,14663.298,14519.508,14875.75,14962.478
237,36.0,Arkansas,2007,soybeans,2850000,4691.562,4667.266,4503.831,4447.936,4748.99,6118.567,5864.078,0.004,0.002,0.002,0.003,14128.06,14126.6,13967.826,14004.332,14034.482,13894.443,14466.576,14432.598,14634.054,14671.382,14955.787,14843.404,14634.356
238,38.0,Arkansas,2008,soybeans,3300000,4669.116,4.706,4601.703,4519.602,4620.22,4918.954,5557.69,0.002,0.004,0.007,0.006,13853.817,14134.928,13800.489,14063.676,14266.994,14183.016,14217.194,14406.05,14495.932,14631.525,14667.236,14622.384,14698.563
239,37.5,Arkansas,2009,soybeans,3420000,4502.82,4396.849,4315.225,4414.098,4671.465,4921.18,5171.988,0.002,0.003,0.004,0.005,14091.339,14067.67,14132.222,14247.902,14112.79,14273.244,14287.422,14107.86,14805.958,14767.65,14568.698,14658.832,14687.605
240,35.0,Arkansas,2010,soybeans,3190000,4296.381,4353.563,3985.472,4145.597,4283.772,4515.158,5819.504,0.003,0.002,0.002,0.003,13702.546,13827.247,14287.415,13967.386,13738.185,13978.407,14227.511,14353.358,14617.379,14649.568,14595.498,14848.497,14934.138
241,38.5,Arkansas,2011,soybeans,3330000,4526.733,4484.106,4184.552,4616.942,4657.534,5107.751,5867.116,0.001,0.004,0.003,0.008,14070.388,13898.543,13851.007,14318.306,13883.824,14157.422,14424.561,14454.527,14527.588,14803.313,14771.499,14816.498,15006.632
242,43.5,Arkansas,2012,soybeans,3200000,4673.567,4691.836,4571.653,4618.03,4836.603,5646.352,6845.986,0.003,0.003,0.006,0.002,14204.636,14115.72,14167.413,14304.644,14308.65,13937.714,14357.296,14625.775,14587.384,14894.052,14883.902,15038.854,14827.072
243,43.5,Arkansas,2013,soybeans,3270000,4725.676,4585.831,4711.581,4657.008,4611.148,4728.189,5657.876,0.005,0.004,0.003,0.004,14042.706,14097.04,14172.962,14078.198,14316.988,14303.922,14267.228,14190.075,14419.55,14685.598,14444.988,14782.028,14802.046
244,49.5,Arkansas,2014,soybeans,3230000,4411.221,4238.28,3979.7,4196.323,4273.661,4505.376,5367.546,0.002,0.002,0.004,0.005,13834.806,14206.212,14084.096,13999.91,13603.257,14149.738,14457.274,14263.137,14500.842,14516.537,14468.086,14652.76,14810.647
245,49.0,Arkansas,2015,soybeans,3200000,4593.803,4495.362,4468.254,3175.906,4051.048,4761.903,6132.312,0.002,0.003,0.006,0.004,13796.922,13927.814,14281.136,14319.26,14227.396,14314.323,13911.466,13675.831,14140.573,14734.256,14750.106,14802.929,14712.927
246,47.0,Arkansas,2016,soybeans,3130000,4764.404,4671.813,4474.347,4719.769,4831.551,5423.306,5529.21,0.002,0.002,0.008,0.005,14029.581,14098.75,13919.594,14304.29,14197.534,14276.269,13783.933580769231,14484.315,14696.152,14757.462,14673.225,14820.84,14742.67
247,51.0,Arkansas,2017,soybeans,3530000,3553.222,4681.095,4607.222,4785.098,4893.934,5423.306,5704.194,0.003,0.003,0.004,0.007,13633.819,14233.723,14364.368,14275.372,14408.373,14432.386,14575.582,14507.884,14521.4,14804.705,14791.508,14766.83,14896.244
248,50.5,Arkansas,2018,soybeans,3270000,4581.932,4548.826,4444.721,4352.531,4525.361,4903.006,5321.427,0.002,0.009,0.005,0.005,13780.616,13733.629,14059.164,14272.43,14064.504,14122.859,14223.111,14548.864,14408.392,14608.849,14638.074,14551.754,14678.127
249,49.0,Arkansas,2019,soybeans,2650000,4981.637,4710.805,4669.719,4645.934,4696.717,4880.511,6146.411,0.004,0.007,0.003,0.007,14327.084,14156.9,13889.875,13996.988,14445.321,14272.088,14300.618,14041.684,14149.272,14579.098,14660.694,14593.742,14933.848
250,51.5,Arkansas,2020,soybeans,2820000,4801.112,4768.673,4878.863,4775.711,4732.612,5492.44,6374.397,0.005,0.005,0.006,0.004,14239.32,14164.226,14007.746,14211.577,14293.436,13939.253,14113.538,14383.784,14540.554,14582.333,14778.601,14672.95,14684.936
251,52.0,Arkansas,2021,soybeans,3040000,5029.367,4863.774,4492.521,4615.964,4869.335,5160.669,5948.89,0.003,0.004,0.005,0.005,14198.228,14041.41,14173.867,14116.595,14098.203,13223.431,14096.552,14603.342,14552.904,14654.552,14756.272,14710.18,14841.096
252,130.0,Mississippi,2001,corn,400,4824.428,4656.151,4674.487,4964.804,4913.459,5393.834,6559.558,0.004,0.004,0.005,0.003,13996.947,14061.9,14064.452,14321.557,14375.308,14153.444,14369.082,14495.902,14552.924,14544.111,14616.249,14776.086,15067.186
253,120.0,Mississippi,2002,corn,550,5135.926,4876.325,5003.731,4862.489,4718.49,5645.067,6129.169,0.005,0.002,0.005,0.003,13925.802,14291.978,14294.07,14393.492,14279.82,14391.371,14489.316,14079.874,14515.979,14748.705,14867.167,14758.7,14836.157
254,133.0,Mississippi,2003,corn,550,5199.718,5047.419,5026.867,4849.029,5069.746,5595.554,6396.339,0.001,0.006,0.002,0.004,14175.19,14129.095,13923.396,14017.872,14210.701,14372.369,14287.789,14139.821,14562.38,14810.08,14852.788,14719.112,14897.1
255,133.0,Mississippi,2004,corn,460,5179.429,5061.753,4908.839,4861.906,5186.722,5561.929,6425.27,0.003,0.007,0.002,0.004,14036.616,14165.578,14067.622,14092.928,14114.209,14012.148,14435.076,14390.078,14608.233,14840.51,14750.8,14726.741,14969.38
256,126.0,Mississippi,2005,corn,380,5341.996,5129.264,5067.88,5179.847,5133.622,5240.137,6552.583,0.003,0.005,0.003,0.004,14571.951,14162.12,14125.692,14384.404,14226.869,14341.847,14266.186,14341.865,14541.922,14498.783,14748.5,14779.133,14846.151
257,107.0,Mississippi,2006,corn,340,5081.271,5015.349,4953.108,4934.069,5180.818,5307.671,6529.178,0.004,0.005,0.003,0.003,14394.227,14234.3,14320.033,14402.235,14230.4,14245.598,14452.658,14579.661,14765.045,14697.801,14588.861,14948.376,14948.982
258,148.0,Mississippi,2007,corn,930,5255.457,5206.42,5065.507,5065.508,5165.096,6254.847,6715.829,0.004,0.002,0.002,0.002,14290.42,14251.251,13776.785,14076.722,14211.935,14104.624,14484.814,14555.847,14776.196,14714.933,15023.471,14627.94,14646.214
259,140.0,Mississippi,2008,corn,720,5350.7,5285.412,5203.104,5114.676,5247.945,5323.224,6358.943,0.003,0.004,0.002,0.004,13984.723,14265.59,13904.947,14117.98,14391.049,14490.908,14378.251,14640.614,14506.204,14686.029,14717.096,14777.472,14780.435
260,128.0,Mississippi,2009,corn,730,5153.29,5094.534,4994.459,5052.006,5273.491,5991.651,6484.706,0.003,0.003,0.006,0.003,14199.679,14136.049,14214.692,14328.769,14331.794,14437.665,14315.276,14285.912,14869.595,14795.527,14631.96,14669.974,14696.198
261,136.0,Mississippi,2010,corn,750,5236.564,5033.706,4908.871,4774.178,4976.665,5561.941,6625.706,0.004,0.004,0.004,0.002,13836.906,13877.755,14438.835,14182.035,14101.263,14019.686,14250.98,14328.857,14621.294,14696.125,14634.224,14895.204,14930.378
262,128.0,Mississippi,2011,corn,810,5261.445,5240.82,5057.167,5275.933,5361.223,5678.549,6820.123,0.004,0.002,0.005,0.004,14179.812,13822.559,14005.015,14360.137,14115.319,14366.661,14718.335,14602.391,14589.861,14873.5,14849.049,14773.969,15004.292
263,165.0,Mississippi,2012,corn,820,5267.334,5321.888,5345.933,5181.815,5438.455,6816.155,7465.649,0.004,0.004,0.005,0.002,14264.598,14189.398,14292.253,14376.443,14366.814,14052.136,14447.161,14576.514,14642.135,14907.076,14909.551,14958.101,14847.02
264,176.0,Mississippi,2013,corn,860,5270.035,5398.52,5324.702,5168.264,5163.354,5432.531,6933.043,0.006,0.006,0.003,0.005,14104.666,14427.631,14225.498,14233.363,14425.078,14296.906,14347.125,14319.256,14431.184,14693.504,14522.882,14681.818,14733.722
265,185.0,Mississippi,2014,corn,510,5366.933,5118.458,5040.453,5107.62,5192.403,5200.603,5922.841,0.002,0.005,0.003,0.006,13791.657,14291.055,14132.002,14044.01,14100.212,14227.91,14470.512,14330.22,14568.893,14627.862,14542.355,14687.555,14788.598
266,175.0,Mississippi,2015,corn,510,5344.634,5093.227,5089.461,5146.183,5025.114,5876.521,6816.264,0.003,0.003,0.005,0.005,13913.878,13988.249,14350.639,14322.214,14355.496,14312.896,14059.585,14138.205,14174.753,14831.099,14619.415,14778.753,14833.757
267,166.0,Mississippi,2016,corn,750,5677.898,5526.834,5204.026,5282.904,5299.396,6412.431,6298.453,0.003,0.004,0.006,0.004,14112.963,14172.447,14053.494,14344.876,14246.824,14318.871,13783.933580769231,14561.543,14671.673,14798.9,14687.779,14780.396,14808.108
268,189.0,Mississippi,2017,corn,520,5305.447,5350.541,5184.635,5376.535,5530.305,6412.431,6734.451,0.005,0.003,0.003,0.003,13687.604,14339.385,14484.418,14437.388,14228.301,14491.796,14682.104,14505.622,14618.652,14785.871,14883.645,14888.102,14884.12
269,185.0,Mississippi,2018,corn,480,5475.413,5326.086,5054.482,5137.606,5215.474,5939.566,6715.564,0.003,0.008,0.004,0.005,13813.239,13972.294,14121.212,14265.808,14178.306,14685.42,14729.728,14602.698,14421.398,14528.43,14668.648,14678.745,14710.094
270,174.0,Mississippi,2019,corn,660,5790.374,5661.58,5506.626,5093.634,5389.043,5903.45,6984.9,0.005,0.007,0.003,0.007,14328.371,14194.19,13993.322,14149.72,14362.042,14375.362,14402.141,14368.42,14249.829,14594.845,14697.358,14645.6,14958.876
271,180.0,Mississippi,2020,corn,510,5623.524,5663.881,5575.756,5472.006,5324.301,6830.83,7362.448,0.006,0.007,0.006,0.005,14343.261,14215.083,14036.439,14285.113,14355.378,14183.492,14171.304,14400.037,14500.104,14690.905,14933.22,14760.745,14711.135
272,181.0,Mississippi,2021,corn,730,5753.339,5598.283,5347.9,5416.892,5498.978,6095.38,7040.669,0.004,0.004,0.006,0.005,14269.41,14117.376,14279.47,14230.476,14183.346,14042.923,14346.233,14566.559,14591.051,14712.329,14760.069,14680.247,14898.339
273,33.0,Mississippi,2001,soybeans,1160000,4824.428,4656.151,4674.487,4964.804,4913.459,5393.834,6559.558,0.004,0.004,0.005,0.003,13996.947,14061.9,14064.452,14321.557,14375.308,14153.444,14369.082,14495.902,14552.924,14544.111,14616.249,14776.086,15067.186
274,32.0,Mississippi,2002,soybeans,1440000,5135.926,4876.325,5003.731,4862.489,4718.49,5645.067,6129.169,0.005,0.002,0.005,0.003,13925.802,14291.978,14294.07,14393.492,14279.82,14391.371,14489.316,14079.874,14515.979,14748.705,14867.167,14758.7,14836.157
275,39.0,Mississippi,2003,soybeans,1440000,5199.718,5047.419,5026.867,4849.029,5069.746,5595.554,6396.339,0.001,0.006,0.002,0.004,14175.19,14129.095,13923.396,14017.872,14210.701,14372.369,14287.789,14139.821,14562.38,14810.08,14852.788,14719.112,14897.1
276,37.5,Mississippi,2004,soybeans,1670000,5179.429,5061.753,4908.839,4861.906,5186.722,5561.929,6425.27,0.003,0.007,0.002,0.004,14036.616,14165.578,14067.622,14092.928,14114.209,14012.148,14435.076,14390.078,14608.233,14840.51,14750.8,14726.741,14969.38
277,36.5,Mississippi,2005,soybeans,1610000,5341.996,5129.264,5067.88,5179.847,5133.622,5240.137,6552.583,0.003,0.005,0.003,0.004,14571.951,14162.12,14125.692,14384.404,14226.869,14341.847,14266.186,14341.865,14541.922,14498.783,14748.5,14779.133,14846.151
278,26.0,Mississippi,2006,soybeans,1670000,5081.271,5015.349,4953.108,4934.069,5180.818,5307.671,6529.178,0.004,0.005,0.003,0.003,14394.227,14234.3,14320.033,14402.235,14230.4,14245.598,14452.658,14579.661,14765.045,14697.801,14588.861,14948.376,14948.982
279,40.5,Mississippi,2007,soybeans,1460000,5255.457,5206.42,5065.507,5065.508,5165.096,6254.847,6715.829,0.004,0.002,0.002,0.002,14290.42,14251.251,13776.785,14076.722,14211.935,14104.624,14484.814,14555.847,14776.196,14714.933,15023.471,14627.94,14646.214
280,40.0,Mississippi,2008,soybeans,2000000,5350.7,5285.412,5203.104,5114.676,5247.945,5323.224,6358.943,0.003,0.004,0.002,0.004,13984.723,14265.59,13904.947,14117.98,14391.049,14490.908,14378.251,14640.614,14506.204,14686.029,14717.096,14777.472,14780.435
281,38.0,Mississippi,2009,soybeans,2160000,5153.29,5094.534,4994.459,5052.006,5273.491,5991.651,6484.706,0.003,0.003,0.006,0.003,14199.679,14136.049,14214.692,14328.769,14331.794,14437.665,14315.276,14285.912,14869.595,14795.527,14631.96,14669.974,14696.198
282,38.5,Mississippi,2010,soybeans,2000000,5236.564,5033.706,4908.871,4774.178,4976.665,5561.941,6625.706,0.004,0.004,0.004,0.002,13836.906,13877.755,14438.835,14182.035,14101.263,14019.686,14250.98,14328.857,14621.294,14696.125,14634.224,14895.204,14930.378
283,39.0,Mississippi,2011,soybeans,1830000,5261.445,5240.82,5057.167,5275.933,5361.223,5678.549,6820.123,0.004,0.002,0.005,0.004,14179.812,13822.559,14005.015,14360.137,14115.319,14366.661,14718.335,14602.391,14589.861,14873.5,14849.049,14773.969,15004.292
284,45.0,Mississippi,2012,soybeans,1970000,5267.334,5321.888,5345.933,5181.815,5438.455,6816.155,7465.649,0.004,0.004,0.005,0.002,14264.598,14189.398,14292.253,14376.443,14366.814,14052.136,14447.161,14576.514,14642.135,14907.076,14909.551,14958.101,14847.02
285,46.0,Mississippi,2013,soybeans,2010000,5270.035,5398.52,5324.702,5168.264,5163.354,5432.531,6933.043,0.006,0.006,0.003,0.005,14104.666,14427.631,14225.498,14233.363,14425.078,14296.906,14347.125,14319.256,14431.184,14693.504,14522.882,14681.818,14733.722
286,52.0,Mississippi,2014,soybeans,2210000,5366.933,5118.458,5040.453,5107.62,5192.403,5200.603,5922.841,0.002,0.005,0.003,0.006,13791.657,14291.055,14132.002,14044.01,14100.212,14227.91,14470.512,14330.22,14568.893,14627.862,14542.355,14687.555,14788.598
287,46.0,Mississippi,2015,soybeans,2300000,5344.634,5093.227,5089.461,5146.183,5025.114,5876.521,6816.264,0.003,0.003,0.005,0.005,13913.878,13988.249,14350.639,14322.214,14355.496,14312.896,14059.585,14138.205,14174.753,14831.099,14619.415,14778.753,14833.757
288,48.0,Mississippi,2016,soybeans,2040000,5677.898,5526.834,5204.026,5282.904,5299.396,6412.431,6298.453,0.003,0.004,0.006,0.004,14112.963,14172.447,14053.494,14344.876,14246.824,14318.871,13783.933580769231,14561.543,14671.673,14798.9,14687.779,14780.396,14808.108
289,53.0,Mississippi,2017,soybeans,2190000,5305.447,5350.541,5184.635,5376.535,5530.305,6412.431,6734.451,0.005,0.003,0.003,0.003,13687.604,14339.385,14484.418,14437.388,14228.301,14491.796,14682.104,14505.622,14618.652,14785.871,14883.645,14888.102,14884.12
290,54.0,Mississippi,2018,soybeans,2230000,5475.413,5326.086,5054.482,5137.606,5215.474,5939.566,6715.564,0.003,0.008,0.004,0.005,13813.239,13972.294,14121.212,14265.808,14178.306,14685.42,14729.728,14602.698,14421.398,14528.43,14668.648,14678.745,14710.094
291,50.0,Mississippi,2019,soybeans,1660000,5790.374,5661.58,5506.626,5093.634,5389.043,5903.45,6984.9,0.005,0.007,0.003,0.007,14328.371,14194.19,13993.322,14149.72,14362.042,14375.362,14402.141,14368.42,14249.829,14594.845,14697.358,14645.6,14958.876
292,54.0,Mississippi,2020,soybeans,2090000,5623.524,5663.881,5575.756,5472.006,5324.301,6830.83,7362.448,0.006,0.007,0.006,0.005,14343.261,14215.083,14036.439,14285.113,14355.378,14183.492,14171.304,14400.037,14500.104,14690.905,14933.22,14760.745,14711.135
293,54.0,Mississippi,2021,soybeans,2220000,5753.339,5598.283,5347.9,5416.892,5498.978,6095.38,7040.669,0.004,0.004,0.006,0.005,14269.41,14117.376,14279.47,14230.476,14183.346,14042.923,14346.233,14566.559,14591.051,14712.329,14760.069,14680.247,14898.339
294,138.0,Ohio,2001,corn,3400000,954.431,1310.139,2669.686,3238.063,3380.991,3391.039,4376.295,0.001,0.002,0.002,0.003,13449.844,13592.403,13541.889,13616.272,13752.913,13711.747,13821.055,13986.843,14135.002,14206.623,14301.072,14617.59,14864.051
295,89.0,Ohio,2002,corn,3250000,3086.496,3668.454,3551.37,3545.371,3210.075,3177.209,4106.316,0.002,0.002,0.004,0.004,13530.262,13796.352,13949.551,14062.775,14002.513,13896.192,14028.486,13950.947,14291.804,14367.726,14408.476,14289.387,14671.51
296,156.0,Ohio,2003,corn,3300000,2698.67,536.838,1573.015,431.141,3160.148,3914.739,4344.467,0.001,0.003,0.002,0.002,13509.468,13766.767,13203.09,13134.589,13572.787,13332.562,13600.593,13570.22,13787.916,14400.618,14653.8,14749.627,14674.712
297,158.0,Ohio,2004,corn,3350000,2953.856,831.023,1724.657,3133.915,3423.28,3821.666,4300.574,0.003,0.002,0.004,0.003,13568.769,13430.737,13362.716,13158.197,13539.44,13662.577,13958.867,14121.232,14160.571,14174.439,14223.233,14378.425,14600.565
298,143.0,Ohio,2005,corn,3450000,3325.766,775.422,2499.859,2341.732,3167.85,3718.651,4126.697,0.005,0.002,0.002,0.004,13950.059,13710.194,13170.823,13434.126,13719.543,14099.713,13692.394,13766.634,13890.776,14155.603,14291.482,14627.934,14811.58
299,159.0,Ohio,2006,corn,3150000,3748.539,3786.175,2617.188,3409.742,3598.074,3846.526,4569.535,0.003,0.002,0.003,0.004,13841.539,14015.051,13929.256,13998.092,13645.067,13932.939,13905.833,13942.513,14079.427,14097.552,14312.888,14539.002,14666.392
