,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,ndvi_113,ndvi_129,ndvi_145,ndvi_161,ndvi_177,ndvi_193,ndvi_209,ndvi_225,ndvi_241,prec_1,prec_32,prec_60,prec_91,prec_121,prec_152,prec_182,prec_213,prec_244,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97,temp_105,temp_113,temp_121,temp_129,temp_137,temp_145,temp_153,temp_161,temp_169,temp_177,temp_185,temp_193,temp_201,temp_209,temp_217,temp_225,temp_233,temp_241
250,51.5,Arkansas,2020,soybeans,2820000,4801.112,4768.673,4878.863,4775.711,4732.612,5492.44,6374.397,6968.142,6954.86,7402.738,7394.62,7596.204,7915.232,8098.294,8019.256,7821.446,0.005,0.005,0.006,0.004,0.005,0.004,0.003,0.004,0.004,14239.32,14164.226,14007.746,14211.577,14293.436,13939.253,14113.538,14383.784,14540.554,14582.333,14778.601,14672.95,14684.936,14725.864,14781.915,14857.104,14779.682,14896.288,15029.848,15161.155,15157.452,15123.81,15151.894,15042.032,15176.667,15135.746,15078.364,15117.648,15110.346,15158.398,15030.64
251,52.0,Arkansas,2021,soybeans,3040000,5029.367,4863.774,4492.521,4615.964,4869.335,5160.669,5948.89,6862.737,6898.265,6449.222,7525.699,7825.55,7815.356,7862.69,7815.22,7690.408,0.003,0.004,0.005,0.005,0.006,0.005,0.004,0.003,0.002,14198.228,14041.41,14173.867,14116.595,14098.203,13223.431,14096.552,14603.342,14552.904,14654.552,14756.272,14710.18,14841.096,14693.104,14890.456,14880.45,14841.69,14986.018,14892.979,14792.283,15191.944,15124.242,15103.166,15121.437,15109.236,15112.426,15150.082,15163.07,15145.755,15176.816,15168.54
252,130.0,Mississippi,2001,corn,400,4824.428,4656.151,4674.487,4964.804,4913.459,5393.834,6559.558,6914.558,6985.571,7148.092,6351.555,6393.539,8044.922,7663.8,7771.969,7736.753,0.004,0.004,0.005,0.003,0.002,0.005,0.003,0.004,0.004,13996.947,14061.9,14064.452,14321.557,14375.308,14153.444,14369.082,14495.902,14552.924,14544.111,14616.249,14776.086,15067.186,14698.155,15000.124,15068.244,15169.186,15105.555,15037.544,15135.325,15105.887,14917.295696153846,15161.578977011493,15161.572,15092.076,15142.592,15040.394,15083.029,15089.07,15099.22,14974.509
253,120.0,Mississippi,2002,corn,550,5135.926,4876.325,5003.731,4862.489,4718.49,5645.067,6129.169,6643.519,7211.204,7313.763,7559.865,7681.035,7663.532,8006.32,7884.405,7560.363,0.005,0.002,0.005,0.003,0.003,0.002,0.004,0.003,0.007,13925.802,14291.978,14294.07,14393.492,14279.82,14391.371,14489.316,14079.874,14515.979,14748.705,14867.167,14758.7,14836.157,15070.027,14852.17,15070.875,15016.42,14912.669,15151.027,15215.586,15172.194,15196.106,15096.464,15188.395,15140.926,15099.494,15145.853,15114.024,15098.684,15089.91,15092.91
254,133.0,Mississippi,2003,corn,550,5199.718,5047.419,5026.867,4849.029,5069.746,5595.554,6396.339,7032.372,7380.939,7444.047,7416.122,7022.253,7850.305,7461.024,7856.947,7467.996,0.001,0.006,0.002,0.004,0.005,0.006,0.005,0.003,0.003,14175.19,14129.095,13923.396,14017.872,14210.701,14372.369,14287.789,14139.821,14562.38,14810.08,14852.788,14719.112,14897.1,14976.106,14934.673,15024.648,14966.808,14954.671,15053.222,15021.104,15046.471,15068.408,15062.76,15065.973,15107.463,15091.122,15085.665,15046.91,15118.114,15097.641,14979.708
255,133.0,Mississippi,2004,corn,460,5179.429,5061.753,4908.839,4861.906,5186.722,5561.929,6425.27,7112.346,7294.297,7569.137,7543.429,7445.708,7884.904,7776.71,7664.771,7684.857,0.003,0.007,0.002,0.004,0.005,0.007,0.003,0.003,0.002,14036.616,14165.578,14067.622,14092.928,14114.209,14012.148,14435.076,14390.078,14608.233,14840.51,14750.8,14726.741,14969.38,14892.084,14885.102,14968.716,15113.086,15051.763,15038.994,15002.725,15079.187,15042.971,14893.931,15078.553,15099.15,15107.494,15077.482,15089.245,15025.904,15107.103,15024.511
256,126.0,Mississippi,2005,corn,380,5341.996,5129.264,5067.88,5179.847,5133.622,5240.137,6552.583,7027.929,7259.078,7319.153,7865.809,7287.183,7970.967,7618.542,7695.365,7531.217,0.003,0.005,0.003,0.004,0.003,0.003,0.006,0.005,0.002,14571.951,14162.12,14125.692,14384.404,14226.869,14341.847,14266.186,14341.865,14541.922,14498.783,14748.5,14779.133,14846.151,14968.896,14786.131,14841.535,15085.025,15161.02,15103.312,15127.273,15170.829,15138.843,15129.208,15094.469,15060.797,15142.84,15057.567,15112.182,15193.788,15182.191,15166.182
257,107.0,Mississippi,2006,corn,340,5081.271,5015.349,4953.108,4934.069,5180.818,5307.671,6529.178,7200.147,7262.953,7326.741,7435.427,7502.869,7531.669,7308.834,7489.069,7308.753,0.004,0.005,0.003,0.003,0.002,0.001,0.002,0.002,0.002,14394.227,14234.3,14320.033,14402.235,14230.4,14245.598,14452.658,14579.661,14765.045,14697.801,14588.861,14948.376,14948.982,15128.414,14973.524,14955.013,14853.196,15130.602,15191.268,15208.514,15298.396,15207.046,15292.104,15175.169,15298.584,15213.887,15256.122,15260.082,15273.587,15219.965,15102.471
258,148.0,Mississippi,2007,corn,930,5255.457,5206.42,5065.507,5065.508,5165.096,6254.847,6715.829,6948.896,7210.573,7406.448,7576.892,7338.059,7862.261,7618.299,7329.404,7321.454,0.004,0.002,0.002,0.002,0.001,0.002,0.005,0.001,0.003,14290.42,14251.251,13776.785,14076.722,14211.935,14104.624,14484.814,14555.847,14776.196,14714.933,15023.471,14627.94,14646.214,14881.247,15022.894,15013.114,15130.253,15031.255,15201.53,15216.361,15294.689,15147.468,15171.676,15036.851,15140.818,15077.231,15173.633,15276.912,15345.533,15270.839,15172.147
259,140.0,Mississippi,2008,corn,720,5350.7,5285.412,5203.104,5114.676,5247.945,5323.224,6358.943,6923.147,7189.415,7478.179,7545.622,7622.565,7666.42,7756.451,7790.851,7698.749,0.003,0.004,0.002,0.004,0.005,0.002,0.002,0.007,0.003,13984.723,14265.59,13904.947,14117.98,14391.049,14490.908,14378.251,14640.614,14506.204,14686.029,14717.096,14777.472,14780.435,14806.024,14932.104,14906.82,14979.286,15041.041,15155.526,15188.308,15125.391,15168.912,15174.059,15164.26,15249.798,15271.171,15172.327,15158.947,15043.959,15060.924,15038.363
260,128.0,Mississippi,2009,corn,730,5153.29,5094.534,4994.459,5052.006,5273.491,5991.651,6484.706,6947.314,7368.959,7386.712,7538.682,7425.918,7879.041,7774.026,7975.884,7720.143,0.003,0.003,0.006,0.003,0.007,0.001,0.005,0.003,0.007,14199.679,14136.049,14214.692,14328.769,14331.794,14437.665,14315.276,14285.912,14869.595,14795.527,14631.96,14669.974,14696.198,14795.035,15013.619,14974.437,14949.228,14882.141,15138.514,15058.955,15198.894,15298.667,15316.729,15254.358,15057.789,15097.686,15110.898,15075.889,15107.72,15004.182,14994.308
261,136.0,Mississippi,2010,corn,750,5236.564,5033.706,4908.871,4774.178,4976.665,5561.941,6625.706,7105.424,7259.198,7770.558,7775.029,7718.451,7654.031,7820.061,7710.178,7391.362,0.004,0.004,0.004,0.002,0.004,0.002,0.003,0.004,0.001,13836.906,13877.755,14438.835,14182.035,14101.263,14019.686,14250.98,14328.857,14621.294,14696.125,14634.224,14895.204,14930.378,14979.02,14895.912,15114.98,15008.919,15077.642,15113.241,15150.402,15145.556,15234.19,15146.152,15186.088,15102.854,15168.608,15218.427,15232.1,15141.19,15198.798,15146.859
262,128.0,Mississippi,2011,corn,810,5261.445,5240.82,5057.167,5275.933,5361.223,5678.549,6820.123,7257.707,7227.554,7268.986,7445.253,7749.418,7814.29,7882.884,7823.147,7471.612,0.004,0.002,0.005,0.004,0.002,0.002,0.004,0.001,0.007,14179.812,13822.559,14005.015,14360.137,14115.319,14366.661,14718.335,14602.391,14589.861,14873.5,14849.049,14773.969,15004.292,14810.582,14918.31,14896.435,15101.843,14974.078,15219.614,15319.639,15286.716,15203.936,15266.757,15225.44,15202.289,15102.902,15217.691,15156.661,15119.492,15244.29,15310.988
263,165.0,Mississippi,2012,corn,820,5267.334,5321.888,5345.933,5181.815,5438.455,6816.155,7465.649,7321.084,7519.244,7611.354,7659.861,7740.547,7632.703,7840.09,7797.342,7627.949,0.004,0.004,0.005,0.002,0.003,0.002,0.004,0.006,0.004,14264.598,14189.398,14292.253,14376.443,14366.814,14052.136,14447.161,14576.514,14642.135,14907.076,14909.551,14958.101,14847.02,14904.777,14858.618,15126.698,14966.44,15142.522,15237.804,15073.153,15057.545,15191.918,15347.106,15290.328,15117.577,15074.874,15256.449,15111.977,15123.681,15116.09,15100.317
264,176.0,Mississippi,2013,corn,860,5270.035,5398.52,5324.702,5168.264,5163.354,5432.531,6933.043,7246.571,7491.656,7450.259,7670.829,7804.522,7925.331,7878.974,7892.62,7724.335,0.006,0.006,0.003,0.005,0.005,0.003,0.004,0.003,0.004,14104.666,14427.631,14225.498,14233.363,14425.078,14296.906,14347.125,14319.256,14431.184,14693.504,14522.882,14681.818,14733.722,14745.784,14818.155,14686.89,14908.682,15019.695,15083.318,15026.655,15165.749,15094.777,15120.078,15088.925,15129.352,15053.225,15062.244,15138.169,15036.173,15045.654,15191.671
265,185.0,Mississippi,2014,corn,510,5366.933,5118.458,5040.453,5107.62,5192.403,5200.603,5922.841,7012.916,7276.299,6744.322,7523.931,7830.775,8066.786,8111.613,7854.525,7472.862,0.002,0.005,0.003,0.006,0.004,0.003,0.003,0.003,0.002,13791.657,14291.055,14132.002,14044.01,14100.212,14227.91,14470.512,14330.22,14568.893,14627.862,14542.355,14687.555,14788.598,14712.237,14953.271,15022.794,14809.405,15066.99,15005.981,15015.079,15056.493,15164.669,15071.253,15086.52,15021.645,15038.267,15019.129,15101.586,15054.792,15155.573,15098.923
266,175.0,Mississippi,2015,corn,510,5344.634,5093.227,5089.461,5146.183,5025.114,5876.521,6816.264,7252.119,7430.743,7493.513,7605.115,7773.194,7881.931,7907.605,7803.341,7410.843,0.003,0.003,0.005,0.005,0.004,0.002,0.002,0.002,0.001,13913.878,13988.249,14350.639,14322.214,14355.496,14312.896,14059.585,14138.205,14174.753,14831.099,14619.415,14778.753,14833.757,14818.976,14901.073,15020.692,15050.528,14928.483,14922.278,15103.558,15086.143,15162.254,15057.252,15100.3,15096.056,15185.196,15210.255,15204.863,15187.485,15095.502,15184.316
267,166.0,Mississippi,2016,corn,750,5677.898,5526.834,5204.026,5282.904,5299.396,6412.431,6298.453,7268.941,7371.084,7548.79,7745.442,8080.225,7945.855,7934.304,7802.081,7895.747,0.003,0.004,0.006,0.004,0.003,0.003,0.003,0.005,0.002,14112.963,14172.447,14053.494,14344.876,14246.824,14318.871,13783.933580769231,14561.543,14671.673,14798.9,14687.779,14780.396,14808.108,14803.457,14987.418,14876.457,15034.073,14973.19,15160.12,15144.196,15194.102,15127.46,15232.896,15137.043,15106.787,15140.905,15119.257,15144.329,15017.71,15077.255,15140.659
268,189.0,Mississippi,2017,corn,520,5305.447,5350.541,5184.635,5376.535,5530.305,6412.431,6734.451,7378.098,7502.139,7908.619,7526.369,8086.297,8083.053,8141.55,7992.35,7745.757,0.005,0.003,0.003,0.003,0.005,0.007,0.003,0.007,0.001,13687.604,14339.385,14484.418,14437.388,14228.301,14491.796,14682.104,14505.622,14618.652,14785.871,14883.645,14888.102,14884.12,14995.006,14973.565,14936.988,15061.424,15000.471,14976.131,14992.829,15059.216,14974.1,15049.718,15092.507,15101.238,15112.117,15101.547,15004.831,15094.741,15089.1,15027.19
269,185.0,Mississippi,2018,corn,480,5475.413,5326.086,5054.482,5137.606,5215.474,5939.566,6715.564,7266.949,7451.622,7693.584,7659.624,7968.916,8100.597,8085.145,7966.827,7469.241,0.003,0.008,0.004,0.005,0.003,0.003,0.003,0.003,0.005,13813.239,13972.294,14121.212,14265.808,14178.306,14685.42,14729.728,14602.698,14421.398,14528.43,14668.648,14678.745,14710.094,14715.41,14872.284,15030.716,15198.461,15126.659,15127.108,15180.298,15153.453,15081.706,15146.272,15090.47,15144.865,15114.38,15103.896,15136.006,15123.549,15065.669,15065.225
270,174.0,Mississippi,2019,corn,660,5790.374,5661.58,5506.626,5093.634,5389.043,5903.45,6984.9,7478.336,7561.879,7485.645,7235.407,7897.879,8068.778,7867.079,8004.937,7960.994,0.005,0.007,0.003,0.007,0.004,0.004,0.005,0.004,0.0,14328.371,14194.19,13993.322,14149.72,14362.042,14375.362,14402.141,14368.42,14249.829,14594.845,14697.358,14645.6,14958.876,14813.535,14930.584,14941.029,14938.971,15134.198,15206.808,15186.887,15053.547,15090.044,15079.428,15166.319,15020.946,15087.996,15092.061,15084.072,15158.192,15087.89,15153.329
271,180.0,Mississippi,2020,corn,510,5623.524,5663.881,5575.756,5472.006,5324.301,6830.83,7362.448,7500.143,7350.69,7778.505,7680.69,7534.743,8229.766,8153.894,8124.749,7961.678,0.006,0.007,0.006,0.005,0.003,0.004,0.004,0.003,0.004,14343.261,14215.083,14036.439,14285.113,14355.378,14183.492,14171.304,14400.037,14500.104,14690.905,14933.22,14760.745,14711.135,14644.273,14811.182,14924.849,14848.053,15011.222,15073.949,15090.219,15119.555,15130.476,15016.04,15066.831,15152.869,15124.351,15086.041,15148.524,15144.194,15045.882,15086.852
272,181.0,Mississippi,2021,corn,730,5753.339,5598.283,5347.9,5416.892,5498.978,6095.38,7040.669,7595.308,7392.935,7376.959,7922.588,7745.265,7840.008,8158.098,7989.521,8042.043,0.004,0.004,0.006,0.005,0.006,0.006,0.005,0.006,0.005,14269.41,14117.376,14279.47,14230.476,14183.346,14042.923,14346.233,14566.559,14591.051,14712.329,14760.069,14680.247,14898.339,14715.439,14817.298,14929.08,14875.451,14995.196,14977.159,15018.046,15155.171,15073.417,15037.243,15072.364,15038.441,15091.715,15095.241,15094.076,15081.481,15099.222,15062.682
273,33.0,Mississippi,2001,soybeans,1160000,4824.428,4656.151,4674.487,4964.804,4913.459,5393.834,6559.558,6914.558,6985.571,7148.092,6351.555,6393.539,8044.922,7663.8,7771.969,7736.753,0.004,0.004,0.005,0.003,0.002,0.005,0.003,0.004,0.004,13996.947,14061.9,14064.452,14321.557,14375.308,14153.444,14369.082,14495.902,14552.924,14544.111,14616.249,14776.086,15067.186,14698.155,15000.124,15068.244,15169.186,15105.555,15037.544,15135.325,15105.887,14917.295696153846,15161.578977011493,15161.572,15092.076,15142.592,15040.394,15083.029,15089.07,15099.22,14974.509
274,32.0,Mississippi,2002,soybeans,1440000,5135.926,4876.325,5003.731,4862.489,4718.49,5645.067,6129.169,6643.519,7211.204,7313.763,7559.865,7681.035,7663.532,8006.32,7884.405,7560.363,0.005,0.002,0.005,0.003,0.003,0.002,0.004,0.003,0.007,13925.802,14291.978,14294.07,14393.492,14279.82,14391.371,14489.316,14079.874,14515.979,14748.705,14867.167,14758.7,14836.157,15070.027,14852.17,15070.875,15016.42,14912.669,15151.027,15215.586,15172.194,15196.106,15096.464,15188.395,15140.926,15099.494,15145.853,15114.024,15098.684,15089.91,15092.91
275,39.0,Mississippi,2003,soybeans,1440000,5199.718,5047.419,5026.867,4849.029,5069.746,5595.554,6396.339,7032.372,7380.939,7444.047,7416.122,7022.253,7850.305,7461.024,7856.947,7467.996,0.001,0.006,0.002,0.004,0.005,0.006,0.005,0.003,0.003,14175.19,14129.095,13923.396,14017.872,14210.701,14372.369,14287.789,14139.821,14562.38,14810.08,14852.788,14719.112,14897.1,14976.106,14934.673,15024.648,14966.808,14954.671,15053.222,15021.104,15046.471,15068.408,15062.76,15065.973,15107.463,15091.122,15085.665,15046.91,15118.114,15097.641,14979.708
276,37.5,Mississippi,2004,soybeans,1670000,5179.429,5061.753,4908.839,4861.906,5186.722,5561.929,6425.27,7112.346,7294.297,7569.137,7543.429,7445.708,7884.904,7776.71,7664.771,7684.857,0.003,0.007,0.002,0.004,0.005,0.007,0.003,0.003,0.002,14036.616,14165.578,14067.622,14092.928,14114.209,14012.148,14435.076,14390.078,14608.233,14840.51,14750.8,14726.741,14969.38,14892.084,14885.102,14968.716,15113.086,15051.763,15038.994,15002.725,15079.187,15042.971,14893.931,15078.553,15099.15,15107.494,15077.482,15089.245,15025.904,15107.103,15024.511
277,36.5,Mississippi,2005,soybeans,1610000,5341.996,5129.264,5067.88,5179.847,5133.622,5240.137,6552.583,7027.929,7259.078,7319.153,7865.809,7287.183,7970.967,7618.542,7695.365,7531.217,0.003,0.005,0.003,0.004,0.003,0.003,0.006,0.005,0.002,14571.951,14162.12,14125.692,14384.404,14226.869,14341.847,14266.186,14341.865,14541.922,14498.783,14748.5,14779.133,14846.151,14968.896,14786.131,14841.535,15085.025,15161.02,15103.312,15127.273,15170.829,15138.843,15129.208,15094.469,15060.797,15142.84,15057.567,15112.182,15193.788,15182.191,15166.182
278,26.0,Mississippi,2006,soybeans,1670000,5081.271,5015.349,4953.108,4934.069,5180.818,5307.671,6529.178,7200.147,7262.953,7326.741,7435.427,7502.869,7531.669,7308.834,7489.069,7308.753,0.004,0.005,0.003,0.003,0.002,0.001,0.002,0.002,0.002,14394.227,14234.3,14320.033,14402.235,14230.4,14245.598,14452.658,14579.661,14765.045,14697.801,14588.861,14948.376,14948.982,15128.414,14973.524,14955.013,14853.196,15130.602,15191.268,15208.514,15298.396,15207.046,15292.104,15175.169,15298.584,15213.887,15256.122,15260.082,15273.587,15219.965,15102.471
279,40.5,Mississippi,2007,soybeans,1460000,5255.457,5206.42,5065.507,5065.508,5165.096,6254.847,6715.829,6948.896,7210.573,7406.448,7576.892,7338.059,7862.261,7618.299,7329.404,7321.454,0.004,0.002,0.002,0.002,0.001,0.002,0.005,0.001,0.003,14290.42,14251.251,13776.785,14076.722,14211.935,14104.624,14484.814,14555.847,14776.196,14714.933,15023.471,14627.94,14646.214,14881.247,15022.894,15013.114,15130.253,15031.255,15201.53,15216.361,15294.689,15147.468,15171.676,15036.851,15140.818,15077.231,15173.633,15276.912,15345.533,15270.839,15172.147
280,40.0,Mississippi,2008,soybeans,2000000,5350.7,5285.412,5203.104,5114.676,5247.945,5323.224,6358.943,6923.147,7189.415,7478.179,7545.622,7622.565,7666.42,7756.451,7790.851,7698.749,0.003,0.004,0.002,0.004,0.005,0.002,0.002,0.007,0.003,13984.723,14265.59,13904.947,14117.98,14391.049,14490.908,14378.251,14640.614,14506.204,14686.029,14717.096,14777.472,14780.435,14806.024,14932.104,14906.82,14979.286,15041.041,15155.526,15188.308,15125.391,15168.912,15174.059,15164.26,15249.798,15271.171,15172.327,15158.947,15043.959,15060.924,15038.363
281,38.0,Mississippi,2009,soybeans,2160000,5153.29,5094.534,4994.459,5052.006,5273.491,5991.651,6484.706,6947.314,7368.959,7386.712,7538.682,7425.918,7879.041,7774.026,7975.884,7720.143,0.003,0.003,0.006,0.003,0.007,0.001,0.005,0.003,0.007,14199.679,14136.049,14214.692,14328.769,14331.794,14437.665,14315.276,14285.912,14869.595,14795.527,14631.96,14669.974,14696.198,14795.035,15013.619,14974.437,14949.228,14882.141,15138.514,15058.955,15198.894,15298.667,15316.729,15254.358,15057.789,15097.686,15110.898,15075.889,15107.72,15004.182,14994.308
282,38.5,Mississippi,2010,soybeans,2000000,5236.564,5033.706,4908.871,4774.178,4976.665,5561.941,6625.706,7105.424,7259.198,7770.558,7775.029,7718.451,7654.031,7820.061,7710.178,7391.362,0.004,0.004,0.004,0.002,0.004,0.002,0.003,0.004,0.001,13836.906,13877.755,14438.835,14182.035,14101.263,14019.686,14250.98,14328.857,14621.294,14696.125,14634.224,14895.204,14930.378,14979.02,14895.912,15114.98,15008.919,15077.642,15113.241,15150.402,15145.556,15234.19,15146.152,15186.088,15102.854,15168.608,15218.427,15232.1,15141.19,15198.798,15146.859
283,39.0,Mississippi,2011,soybeans,1830000,5261.445,5240.82,5057.167,5275.933,5361.223,5678.549,6820.123,7257.707,7227.554,7268.986,7445.253,7749.418,7814.29,7882.884,7823.147,7471.612,0.004,0.002,0.005,0.004,0.002,0.002,0.004,0.001,0.007,14179.812,13822.559,14005.015,14360.137,14115.319,14366.661,14718.335,14602.391,14589.861,14873.5,14849.049,14773.969,15004.292,14810.582,14918.31,14896.435,15101.843,14974.078,15219.614,15319.639,15286.716,15203.936,15266.757,15225.44,15202.289,15102.902,15217.691,15156.661,15119.492,15244.29,15310.988
284,45.0,Mississippi,2012,soybeans,1970000,5267.334,5321.888,5345.933,5181.815,5438.455,6816.155,7465.649,7321.084,7519.244,7611.354,7659.861,7740.547,7632.703,7840.09,7797.342,7627.949,0.004,0.004,0.005,0.002,0.003,0.002,0.004,0.006,0.004,14264.598,14189.398,14292.253,14376.443,14366.814,14052.136,14447.161,14576.514,14642.135,14907.076,14909.551,14958.101,14847.02,14904.777,14858.618,15126.698,14966.44,15142.522,15237.804,15073.153,15057.545,15191.918,15347.106,15290.328,15117.577,15074.874,15256.449,15111.977,15123.681,15116.09,15100.317
285,46.0,Mississippi,2013,soybeans,2010000,5270.035,5398.52,5324.702,5168.264,5163.354,5432.531,6933.043,7246.571,7491.656,7450.259,7670.829,7804.522,7925.331,7878.974,7892.62,7724.335,0.006,0.006,0.003,0.005,0.005,0.003,0.004,0.003,0.004,14104.666,14427.631,14225.498,14233.363,14425.078,14296.906,14347.125,14319.256,14431.184,14693.504,14522.882,14681.818,14733.722,14745.784,14818.155,14686.89,14908.682,15019.695,15083.318,15026.655,15165.749,15094.777,15120.078,15088.925,15129.352,15053.225,15062.244,15138.169,15036.173,15045.654,15191.671
286,52.0,Mississippi,2014,soybeans,2210000,5366.933,5118.458,5040.453,5107.62,5192.403,5200.603,5922.841,7012.916,7276.299,6744.322,7523.931,7830.775,8066.786,8111.613,7854.525,7472.862,0.002,0.005,0.003,0.006,0.004,0.003,0.003,0.003,0.002,13791.657,14291.055,14132.002,14044.01,14100.212,14227.91,14470.512,14330.22,14568.893,14627.862,14542.355,14687.555,14788.598,14712.237,14953.271,15022.794,14809.405,15066.99,15005.981,15015.079,15056.493,15164.669,15071.253,15086.52,15021.645,15038.267,15019.129,15101.586,15054.792,15155.573,15098.923
287,46.0,Mississippi,2015,soybeans,2300000,5344.634,5093.227,5089.461,5146.183,5025.114,5876.521,6816.264,7252.119,7430.743,7493.513,7605.115,7773.194,7881.931,7907.605,7803.341,7410.843,0.003,0.003,0.005,0.005,0.004,0.002,0.002,0.002,0.001,13913.878,13988.249,14350.639,14322.214,14355.496,14312.896,14059.585,14138.205,14174.753,14831.099,14619.415,14778.753,14833.757,14818.976,14901.073,15020.692,15050.528,14928.483,14922.278,15103.558,15086.143,15162.254,15057.252,15100.3,15096.056,15185.196,15210.255,15204.863,15187.485,15095.502,15184.316
288,48.0,Mississippi,2016,soybeans,2040000,5677.898,5526.834,5204.026,5282.904,5299.396,6412.431,6298.453,7268.941,7371.084,7548.79,7745.442,8080.225,7945.855,7934.304,7802.081,7895.747,0.003,0.004,0.006,0.004,0.003,0.003,0.003,0.005,0.002,14112.963,14172.447,14053.494,14344.876,14246.824,14318.871,13783.933580769231,14561.543,14671.673,14798.9,14687.779,14780.396,14808.108,14803.457,14987.418,14876.457,15034.073,14973.19,15160.12,15144.196,15194.102,15127.46,15232.896,15137.043,15106.787,15140.905,15119.257,15144.329,15017.71,15077.255,15140.659
289,53.0,Mississippi,2017,soybeans,2190000,5305.447,5350.541,5184.635,5376.535,5530.305,6412.431,6734.451,7378.098,7502.139,7908.619,7526.369,8086.297,8083.053,8141.55,7992.35,7745.757,0.005,0.003,0.003,0.003,0.005,0.007,0.003,0.007,0.001,13687.604,14339.385,14484.418,14437.388,14228.301,14491.796,14682.104,14505.622,14618.652,14785.871,14883.645,14888.102,14884.12,14995.006,14973.565,14936.988,15061.424,15000.471,14976.131,14992.829,15059.216,14974.1,15049.718,15092.507,15101.238,15112.117,15101.547,15004.831,15094.741,15089.1,15027.19
290,54.0,Mississippi,2018,soybeans,2230000,5475.413,5326.086,5054.482,5137.606,5215.474,5939.566,6715.564,7266.949,7451.622,7693.584,7659.624,7968.916,8100.597,8085.145,7966.827,7469.241,0.003,0.008,0.004,0.005,0.003,0.003,0.003,0.003,0.005,13813.239,13972.294,14121.212,14265.808,14178.306,14685.42,14729.728,14602.698,14421.398,14528.43,14668.648,14678.745,14710.094,14715.41,14872.284,15030.716,15198.461,15126.659,15127.108,15180.298,15153.453,15081.706,15146.272,15090.47,15144.865,15114.38,15103.896,15136.006,15123.549,15065.669,15065.225
291,50.0,Mississippi,2019,soybeans,1660000,5790.374,5661.58,5506.626,5093.634,5389.043,5903.45,6984.9,7478.336,7561.879,7485.645,7235.407,7897.879,8068.778,7867.079,8004.937,7960.994,0.005,0.007,0.003,0.007,0.004,0.004,0.005,0.004,0.0,14328.371,14194.19,13993.322,14149.72,14362.042,14375.362,14402.141,14368.42,14249.829,14594.845,14697.358,14645.6,14958.876,14813.535,14930.584,14941.029,14938.971,15134.198,15206.808,15186.887,15053.547,15090.044,15079.428,15166.319,15020.946,15087.996,15092.061,15084.072,15158.192,15087.89,15153.329
292,54.0,Mississippi,2020,soybeans,2090000,5623.524,5663.881,5575.756,5472.006,5324.301,6830.83,7362.448,7500.143,7350.69,7778.505,7680.69,7534.743,8229.766,8153.894,8124.749,7961.678,0.006,0.007,0.006,0.005,0.003,0.004,0.004,0.003,0.004,14343.261,14215.083,14036.439,14285.113,14355.378,14183.492,14171.304,14400.037,14500.104,14690.905,14933.22,14760.745,14711.135,14644.273,14811.182,14924.849,14848.053,15011.222,15073.949,15090.219,15119.555,15130.476,15016.04,15066.831,15152.869,15124.351,15086.041,15148.524,15144.194,15045.882,15086.852
293,54.0,Mississippi,2021,soybeans,2220000,5753.339,5598.283,5347.9,5416.892,5498.978,6095.38,7040.669,7595.308,7392.935,7376.959,7922.588,7745.265,7840.008,8158.098,7989.521,8042.043,0.004,0.004,0.006,0.005,0.006,0.006,0.005,0.006,0.005,14269.41,14117.376,14279.47,14230.476,14183.346,14042.923,14346.233,14566.559,14591.051,14712.329,14760.069,14680.247,14898.339,14715.439,14817.298,14929.08,14875.451,14995.196,14977.159,15018.046,15155.171,15073.417,15037.243,15072.364,15038.441,15091.715,15095.241,15094.076,15081.481,15099.222,15062.682
294,138.0,Ohio,2001,corn,3400000,954.431,1310.139,2669.686,3238.063,3380.991,3391.039,4376.295,5046.328,6250.727,6530.4,6533.121,7218.362,7448.806,7858.164,7829.697,7535.998,0.001,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.002,13449.844,13592.403,13541.889,13616.272,13752.913,13711.747,13821.055,13986.843,14135.002,14206.623,14301.072,14617.59,14864.051,14610.035,14837.311,15070.068,14864.476,14765.568,14665.779,14941.094,15130.096,14917.295696153846,15161.578977011493,15062.081,15068.493,15042.322,15011.756,15122.154,14970.006,14962.021,14939.925
295,89.0,Ohio,2002,corn,3250000,3086.496,3668.454,3551.37,3545.371,3210.075,3177.209,4106.316,5384.64,6047.234,6490.782,6467.889,6720.309,6854.496,7264.552,7458.566,7211.738,0.002,0.002,0.004,0.004,0.005,0.003,0.002,0.002,0.003,13530.262,13796.352,13949.551,14062.775,14002.513,13896.192,14028.486,13950.947,14291.804,14367.726,14408.476,14289.387,14671.51,15052.75,14583.994,14646.793,14624.311,14708.991,15026.672,15052.498,15018.121,15.238,15204.887,15177.333,15187.912,15133.467,15224.876,15126.009,15032.199,15052.853,15077.955
